aalbesseblad	aalbessenblad
azimuth	azimut
azimuthskompas	azimutskompas
azimuthskompassen	azimutskompassen
azimuthspeiling	azimutspeiling
azimuthspeilingen	azimutspeilingen
baanderheeren	baanderheren
baardelooze	baardeloze
baardigen	baardige*
baarlijken	baarlijke*
baatzuchtigen	baatzuchtige*
babbelachtigen	babbelachtige*
bacteriologischen	bacteriologische*
bajonetscheede	bajonetschede
bajonetscheeden	bajonetscheden
bakloonen	baklonen
baksteenen	bakstenen
bakvisch	bakvis
balanceeren	balanceren
baldadigen	baldadige*
baliën	balies
balloteeren	balloteren
baloorig	balorig
balooriger	baloriger
baloorigheid	balorigheid
baloorigst	balorigst
balsemachtigen	balsemachtige*
balsturigen	balsturige*
bandelooze	bandeloze
bangen	bange*
bangeren	bangere*
banjerheeren	banjerheren
banketeeren	banketeren
barbaarsch	barbaars
barbaarschheden	barbaarsheden
barbaarschheid	barbaarsheid
barbeelen	barbelen
bargoensch	Bargoens
barmhartigen	barmhartige*
barmhartigeren	barmhartigere*
barnsteenen	barnstenen
barricadeeren	barricaderen
barsch	bars
barscher	barser
barschheid	barsheid
barscht	barst
bas-relief	bas-reliëf
bas-reliefs	bas-reliëfs
bastelooze	basteloze
Bataafsch	Bataafs
bebloeden	bebloede*
bedaagden	bedaagde*
bedaagderen	bedaagdere*
bedaarderen	bedaardere*
bedauwden	bedauwde*
beddedeken	beddendeken
beddedekens	beddendekens
beddegoed	beddengoed
beddejak	beddenjak
beddejakken	beddenjakken
beddekussen	beddenkussen
beddekussens	beddenkussens
beddekwast	beddenkwast
beddekwasten	beddenkwasten
beddelaken	beddenlaken
beddelakens	beddenlakens
beddepan	beddenpan
beddepannen	beddenpannen
beddeplank	beddenplank
beddeplanken	beddenplanken
beddesprei	beddensprei
beddespreien	beddenspreien
beddetafel	beddentafel
beddetafels	beddentafels
beddetafeltje	beddentafeltje
beddetafeltjes	beddentafeltjes
beddetijk	beddentijk
beddewarmer	beddenwarmer
beddewarmers	beddenwarmers
beddezak	beddenzak
beddezakken	beddenzakken
bedeelen	bedelen
bedeeler	bedeler
bedeelers	bedelers
bedeeling	bedeling
bedeelingen	bedelingen
bedeesden	bedeesde*
bedekselen	bedeksels
bedenkelijken	bedenkelijke*
bedenkelijkeren	bedenkelijkere*
bedenkelijksten	bedenkelijkste*
bederfelijken	bederfelijke*
bederfwerenden	bederfwerende*
bedgenoote	bedgenote
bedgenooten	bedgenoten
bedilzieken	bedilzieke*
bedompten	bedompte*
bedompteren	bedomptere*
bedremmelden	bedremmelde*
bedrieglijken	bedrieglijke*
bedrijvenden	bedrijvende*
bedrijvigen	bedrijvige*
bedrijvigsten	bedrijvigste*
beduchten	beduchte*
beduimelden	beduimelde*
beelderigen	beelderige*
beeldigen	beeldige*
beeldjeskoopen	beeldjeskopen
beeldrijken	beeldrijke*
beenachtigen	beenachtige*
beenderasch	beenderas
beenen	benen
beenig	benig
beeniger	beniger
beenigst	benigst
beeren	beren
beestachtigen	beestachtige*
beestigen	beestige*
befaamden	befaamde*
begaafderen	begaafdere*
begaapten	begaapte*
begeeren	begeren
begeerig	begerig
begeeriger	begeriger
begeerigheid	begerigheid
begeerigst	begerigst
begeerlijken	begeerlijke*
begeerlijksten	begeerlijkste*
begrijpelijken	begrijpelijke*
begrijpelijkeren	begrijpelijkere*
begrijpelijksten	begrijpelijkste*
begrooten	begroten
begrooting	begroting
begrootingen	begrotingen
begrootingscijfer	begrotingscijfer
begrootingscijfers	begrotingscijfers
begrootingsdebat	begrotingsdebat
begrootingsdebatten	begrotingsdebatten
begrootingsjaar	begrotingsjaar
begrootingsjaren	begrotingsjaren
behaaglijken	behaaglijke*
behaaglijkeren	behaaglijkere*
behaaglijksten	behaaglijkste*
behaagzieken	behaagzieke*
behartigenswaardigen	behartigenswaardige*
beheeren	beheren
beheering	behering
beheeringen	beheringen
beheerschen	beheersen
beheerscher	beheerser
beheerscheres	beheerseres
beheerscheressen	beheerseressen
beheerschers	beheersers
beheersching	beheersing
beheerschingen	beheersingen
beheerscht	beheerst
beheerschte	beheerste
behendigen	behendige*
behendigeren	behendigere*
behendigsten	behendigste*
behooren	behoren
behoorlijken	behoorlijke*
behuisden	behuisde*
beijzelden	beijzelde*
bejaagden	bejaagde*
bekeeren	bekeren
bekeering	bekering
bekeeringen	bekeringen
bekeeringsijver	bekeringsijver
bekeeringszucht	bekeringszucht
bekekenen	bekekene*
bekenderen	bekendere*
bekendgemaakten	bekendgemaakte*
bekkeneelen	bekkenelen
beklagenswaardigen	beklagenswaardige*
bekleeden	bekleden
bekleeder	bekleder
bekleeders	bekleders
bekleeding	bekleding
bekleedingen	bekledingen
beknopten	beknopte*
beknopteren	beknoptere*
bekoopen	bekopen
bekoorlijken	bekoorlijke*
bekoorlijksten	bekoorlijkste*
belabberden	belabberde*
belabberderen	belabberdere*
belabberdsten	belabberdste*
belachelijken	belachelijke*
belachelijkeren	belachelijkere*
belachelijksten	belachelijkste*
belangelooze	belangeloze
belangeloozer	belangelozer
belangrijken	belangrijke*
belangrijkeren	belangrijkere*
beleedigd	beledigd
beleedigde	beledigde
beleedigen	beledigen
beleediger	belediger
beleedigers	beledigers
beleediging	belediging
beleedigingen	beledigingen
beleefderen	beleefdere*
beleefdsten	beleefdste*
beleenen	belenen
beleener	belener
beleeners	beleners
beleening	belening
beleeningen	beleningen
bel-étage	bel-etage
bel-étages	bel-etages
Belgischen	Belgische*
beloonen	belonen
belooner	beloner
belooners	beloners
belooning	beloning
belooningen	beloningen
belooninkje	beloninkje
belooninkjes	beloninkjes
beloopen	belopen
belusten	beluste*
belvedere	belvedère
belvederes	belvedères
beminlijk	beminnelijk
beminlijker	beminnelijker
beminlijkheid	beminnelijkheid
beminlijkst	beminnelijkst
beminnelijken	beminnelijke*
beminnelijksten	beminnelijkste*
beminnenswaardigen	beminnenswaardige*
bemoeizieken	bemoeizieke*
bemosten	bemoste*
benadeelen	benadelen
benadeeler	benadeler
benadeelers	benadelers
benadeeling	benadeling
benadeelingen	benadelingen
benarden	benarde*
benarderen	benardere*
benauwderen	benauwdere*
benauwdsten	benauwdste*
bengaalsch	Bengaals
bengaalsch-vuur	bengaals-vuur
benieuwden	benieuwde*
benijdenswaardigen	benijdenswaardige*
benoodigd	benodigd
benoodigdheden	benodigdheden
benoodigdheid	benodigdheid
beoogen	beogen
beooging	beoging
beoordeelaar	beoordelaar
beoordeelaars	beoordelaars
beoordeelaren	beoordelaren
beoordeelen	beoordelen
beoordeeling	beoordeling
beoordeelingen	beoordelingen
bepekten	bepekte*
beperkteren	beperktere*
beperktsten	beperktste*
bepreeken	bepreken
beredeneeren	beredeneren
bereidvaardigen	bereidvaardige*
bereidwilligen	bereidwillige*
bereidwilligsten	bereidwilligste*
berenooren	berenoren
bergachtigen	bergachtige*
bergketenen	bergketens
bergloonen	berglonen
bergrede	Bergrede
beringden	beringde*
berispelijken	berispelijke*
berkeboom	berkenboom
berkeboomen	berkenbomen
Berlijnsch	Berlijns
Berlijnsch-blauw	Berlijns-blauw
bermslooten	bermsloten
beroemderen	beroemdere*
beroemdsten	beroemdste*
beroerderen	beroerdere*
beroerdsten	beroerdste*
berooiden	berooide*
berooken	beroken
berooking	beroking
berookingen	berokingen
berooven	beroven
beroover	berover
beroovers	berovers
berooving	beroving
beroovingen	berovingen
beruchten	beruchte*
beruchteren	beruchtere*
beruchtsten	beruchtste*
beschaafderen	beschaafdere*
beschaafdsten	beschaafdste*
bescheideneren	bescheidenere*
bescheidensten	bescheidenste*
beschermheeren	beschermheren
beschroomden	beschroomde*
beseffelooze	beseffeloze
beslissenden	beslissende*
beslissenderen	beslissendere*
beslooten	besloten
besluitelooze	besluiteloze
besluiteloozer	besluitelozer
besmettelijken	besmettelijke*
besmettelijkeren	besmettelijkere*
besmettelijksten	besmettelijkste*
besogneeren	besogneren
bespottelijken	bespottelijke*
bespraakten	bespraakte*
besseboom	bessenboom
besseboomen	bessenbomen
besseboompje	bessenboompje
besseboompjes	bessenboompjes
bestanddeelen	bestanddelen
bestelloonen	bestellonen
bestendigeren	bestendigere*
bestippelden	bestippelde*
bestudeeren	bestuderen
besuikerden	besuikerde*
betamelijken	betamelijke*
beteekend	betekend
beteekende	betekende
beteekenen	betekenen
beteekening	betekening
beteekenis	betekenis
beteekenissen	betekenissen
beteekenisvol	betekenisvol
betoogen	betogen
betooger	betoger
betoogers	betogers
betooging	betoging
betoogingen	betogingen
betoomen	betomen
betoomer	betomer
betoomers	betomers
betooming	betoming
betoomingen	betomingen
betoonen	betonen
betooning	betoning
betooningen	betoningen
betooverd	betoverd
betooverde	betoverde
betooveren	betoveren
betoovering	betovering
betooveringen	betoveringen
betraanden	betraande*
betrekkelijken	betrekkelijke*
betreurenswaardigen	betreurenswaardige*
beugeltasch	beugeltas
beugeltasschen	beugeltassen
beugvisscherij	beugvisserij
beukeblaadje	beukenblaadje
beukeblaadjes	beukenblaadjes
beukeblad	beukenblad
beukebladen	beukenbladen
beukeboom	beukenboom
beukeboomen	beukenbomen
beukeboompje	beukenboompje
beukeboompjes	beukenboompjes
beukenbosch	beukenbos
beukenbosschen	beukenbossen
beukenoot	beukennoot
beukenootje	beukennootje
beukenootjes	beukennootjes
beukenoten	beukennoten
beursch	beurs
beurscher	beurser
beurschheid	beursheid
beurscht	beurst
beursnoteering	beursnotering
beursnoteeringen	beursnoteringen
beursvacantie	beursvakantie
beursvacantiën	beursvakanties
beurtelingsch	beurtelings
beurtelingsen	beurtelingse*
beuzelachtigen	beuzelachtige*
bevalligen	bevallige*
bevalligsten	bevalligste*
bevattelijken	bevattelijke*
bevestigenden	bevestigende*
bevischt	bevist
bevischte	beviste
bevisschen	bevissen
bevoegden	bevoegde*
bevoegderen	bevoegdere*
bevoordeelen	bevoordelen
bevoordeeling	bevoordeling
bevorderlijken	bevorderlijke*
bevreesden	bevreesde*
bewasemden	bewasemde*
bewasschen	bewassen
bewassching	bewassing
beweeglijken	beweeglijke*
beweeglijkeren	beweeglijkere*
beweeglijksten	beweeglijkste*
beweenen	bewenen
bewerkelijken	bewerkelijke*
bewerkelijkeren	bewerkelijkere*
bewerkelijksten	bewerkelijkste*
bewierooken	bewieroken
bewierooker	bewieroker
bewierookers	bewierokers
bewiesch	bewies
bewieschen	bewiesen
bewonderenswaardigen	bewonderenswaardige*
bewustelooze	bewusteloze
bewusten	bewuste*
bezaansschooten	bezaansschoten
bezadigden	bezadigde*
bezadigderen	bezadigdere*
bezeeren	bezeren
bezeeverd	bezeverd
bezeeverde	bezeverde
bezeeveren	bezeveren
bezeilden	bezeilde*
bezemschoone	bezemschone
bezienswaardigen	bezienswaardige*
bezittelijken	bezittelijke*
bezoomen	bezomen
bezorgderen	bezorgdere*
bezwaarlijken	bezwaarlijke*
bezwaarlijksten	bezwaarlijkste*
bezwarenden	bezwarende*
bibliographie	bibliografie
bibliographieën	bibliografieën
bibliotheekcommissiën	bibliotheekcommissies
bierflesch	bierfles
bierflesschen	bierflessen
bijbehoorend	bijbehorend
bijbelcritiek	Bijbelkritiek
bijbelgeloof	Bijbelgeloof
bijbelgenootschap	Bijbelgenootschap
bijbelgenootschappen	Bijbelgenootschappen
bijbellezing	Bijbellezing
bijbellezingen	Bijbellezingen
bijbelsch	bijbels
bijbelvast	Bijbelvast
bijbelvaster	Bijbelvaster
bijbelwoorden	Bijbelwoorden
bijbetaalden	bijbetaalde*
bijbeteekenis	bijbetekenis
bijbeteekenissen	bijbetekenissen
bijdehandsch	bijdehands
bijderhand	bijdehand
bijderhandsch	bijdehands
bijeenbehooren	bijeenbehoren
bijeengebrachten	bijeengebrachte*
bijeengehaalden	bijeengehaalde*
bijeengeraapten	bijeengeraapte*
bijeengeschraapten	bijeengeschraapte*
bijeengevoegden	bijeengevoegde*
bijeengezochten	bijeengezochte*
bijgaanden	bijgaande*
bijgeboekten	bijgeboekte*
bijgebrachten	bijgebrachte*
bijgedraaiden	bijgedraaide*
bijgegroeiden	bijgegroeide*
bijgehaalden	bijgehaalde*
bijgeharkten	bijgeharkte*
bijgeloopen	bijgelopen
bijgeloovig	bijgelovig
bijgelooviger	bijgeloviger
bijgeloovigheden	bijgelovigheden
bijgeloovigheid	bijgelovigheid
bijgeloovigst	bijgelovigst
bijgenaamden	bijgenaamde*
bijgepasten	bijgepaste*
bijgeschaafden	bijgeschaafde*
bijgeschilderden	bijgeschilderde*
bijgesleepten	bijgesleepte*
bijgesmeed	~
bijgesmeten	~
bijgesnuit	~
bijgestelden	bijgestelde*
bijgestreken	~
bijgetelde	~
bijgetelden	bijgetelde*
bijgevoegden	bijgevoegde*
bijgewas	~
bijgewasje	~
bijgewasjes	~
bijgewezen	~
bijgewit	~
bijgewoonden	bijgewoonde*
bijgeworpen	~
bijgezeten	~
bijgroei	~
bijgroeien	~
bijgroeit	~
bijhaling	~
bijhangsel	~
bijhangsels	~
bijharken	~
bijhebbend	~
bijhooren	bijhoren
bijhouding	~
bijkaart	~
bijkaarten	~
bijker	~
bijkers	~
bijkeukentje	~
bijkeukentjes	~
bijkoks	~
bijkomst	~
bijkomstigen	bijkomstige*
bijkruipen	~
bijlaagje	~
bijlaagjes	~
bijlanders	~
bijlandig	~
bijlbrief	~
bijlbrieven	~
bijleggingen	~
bijloopen	bijlopen
bijlooper	bijloper
bijloopers	bijlopers
bijmeng	~
bijmengen	~
bijmengt	~
bijomstandigheid	~
bijoorzaak	~
bijoorzaken	~
bijpaadje	~
bijpaadjes	~
bijpaard	~
bijpaarden	~
bijpaden	~
bijrekenen	~
bijroepen	~
bijschenk	~
bijschenken	~
bijschenkt	~
bijschieten	~
bijschikken	~
bijslagje	~
bijslagjes	~
bijslaper	~
bijslapers	~
bijsleepen	~
bijsleept	~
bijsmaakje	~
bijsmaakjes	~
bijsmeden	~
bijsmijten	~
bijsnuiten	~
bijstellingszin	~
bijstellingszinnen	~
bijstroom	~
bijstroomen	bijstromen
bijtenden	bijtende*
bijtendst	~
bijthakken	~
bijthakker	~
bijthakkers	~
bijvalletje	~
bijvalletjes	~
bijvoegend	~
bijvoeglijken	bijvoeglijke*
bijwegje	~
bijwegjes	~
bijwerkje	~
bijwerkjes	~
bijwerpen	~
bijwijzen	~
bijwitten	~
bijwoordelijken	bijwoordelijke*
bijzaakje	~
bijzaakjes	~
bijzettingen	~
bijziender	~
bijziendst	~
bijzitterschap	~
bijzonderen	bijzondere*
bikhamer	~
bikhamers	~
biksteen	~
bilde	~
bilhamer	~
bilhamers	~
bilijzer	~
bilijzers	~
biljartconcours	~
biljartconcoursen	~
biljartjes	~
biljartkamer	~
biljartkamers	~
biljartkeuen	~
biljartkeus	~
biljartlaken	~
biljoende	~
biller	~
billers	~
billijkeren	billijkere*
billijksten	billijkste*
billioen	biljoen
billioenen	biljoenen
bilzenkruid	~
bimetallisme	~
bindgarens	~
bindrijs	~
bindspier	~
bindspieren	~
bindtouwen	~
bindweefsels	~
binkje	~
binkjes	~
binnenbanden	~
binnendijkse	~
binnendijksen	binnendijkse*
binnendoorgaan	~
binnendoorgegaan	~
binnengalerijen	~
binnengedijkt	~
binnengehaalden	binnengehaalde*
binnengeloodste	~
binnengeloodsten	binnengeloodste*
binnengestoomd	~
binnengezeild	~
binnenkamertje	~
binnenkamertjes	~
binnenkoorts	~
binnenkoortsen	~
binnenlandsch	binnenlands
binnenloodsing	~
binnenmoeders	~
binnenplaatsjes	~
binnensluip	~
binnenstoomen	binnenstomen
binnenstorm	~
binnenvaders	~
binnenvertrekje	~
binnenvertrekjes	~
binnenvetje	~
binnenvetjes	~
binnenvoering	~
binnenwaartsen	binnenwaartse*
binnenwegje	~
binnenwegjes	~
binnenwind	~
binnenwinden	~
binnenzakje	~
binnenzakjes	~
binnenzeilen	~
biographie	biografie
biographieën	biografieën
biographisch	biografisch
biologischen	biologische*
birkwortel	~
birkwortels	~
bismuth	~
bisschoppelijken	bisschoppelijke*
bisschopshoeden	~
bisschopsmijters	~
bisschopsmuts	~
bisschopsmutsen	~
bisschopsstaven	~
bisseerde	~
bisseeren	bisseren
bitje	~
bitjes	~
bitsen	bitse*
bitsigen	bitsige*
bitsigst	~
bitterachtige	~
bitterachtigen	bitterachtige*
bitterachtiger	~
bitterachtigst	~
bitterkaraf	~
bitterkaraffen	~
bitterkarafje	~
bitterkarafjes	~
bittertafels	~
bitterwateren	~
bivouak	bivak
bivouakeerde	bivakeerde
bivouakeeren	bivakeren
bivouakken	bivakken
blaadde	~
blaarde	~
blaartrekkenden	blaartrekkende*
blaasbalgje	~
blaasbalgjes	~
blaaskramp	~
blaasontstekingen	~
bladerlooze	bladerloze
bladerrijk	~
bladerrijken	bladerrijke*
bladerrijker	~
bladerrijkst	~
bladgroenten	~
bladscheede	bladschede
bladscheeden	bladscheden
bladwesp	~
bladwespen	~
blafferds	~
blakertjes	~
blameeren	blameren
blanco-biljet	~
blanco-biljetten	~
blanco-krediet	~
blanco-kredieten	~
blankeren	blankere*
blanketsels	~
blanksten	blankste*
blauwachtigen	blauwachtige*
blauwachtiger	~
blauwachtigst	~
blauwbekte	~
blauwbes	~
blauwbessen	~
blauwblauw	~
blauwboekje	~
blauweren	blauwere*
blauwkiel	~
blauwkleurige	~
blauwkleurigen	blauwkleurige*
blauwkuip	~
blauwkuipen	~
blauwlakensch	blauwlakens
blauwselfabriek	~
blauwselfabrieken	~
blauwst	~
blauwsten	blauwste*
blauwverven	~
blauwverver	~
blauwververs	~
bleeken	bleken
bleeker	bleker
bleekerij	blekerij
bleekerijen	blekerijen
bleekers	blekers
bleekershond	blekershond
bleekershonden	blekershonden
bleekerswagen	blekerswagen
bleekerswagens	blekerswagens
bleekje	~
bleekloon	~
bleekloonen	bleeklonen
bleekrood	~
bleekst	~
bleeksters	~
bleekveldje	~
bleekveldjes	~
bleien	~
bleintje	~
bleintjes	~
bleitjes	~
blesje	~
blesjes	~
blespaard	~
blespaarden	~
blesseer	~
blesseeren	blesseren
blesseert	~
blessuren	~
blezen	~
blijderen	blijdere*
blijdsten	blijdste*
blijen	blije*
blijgeestigen	blijgeestige*
blijgeestiger	~
blijgeestigst	~
blijkbaarder	~
blijkbaarheid	~
blijkbaarst	~
blijkje	~
blijkjes	~
blijmoedigen	blijmoedige*
blijmoedigsten	blijmoedigste*
blikaars	~
blikaarzen	~
blikgat	~
blikjesmes	~
blikjesmessen	~
blikker	~
bliksemsch	bliksems
bliksemtrein	~
bliksemtreinen	~
blikslagerijen	~
blikslagersknecht	~
blikslagersknechts	~
blikslagerswinkel	~
blikslagerswinkels	~
blikvuren	~
blikvuur	~
blikvuurde	~
blinde-darmontsteking	~
blinde-darmontstekingen	~
blindeer	~
blindeeren	blinderen
blindemannen	~
blindemans	~
blinden-instituten	~
blinden-instituut	~
blindenschrift	~
blindje	~
blindjes	~
blinkerds	~
blinkworm	~
blinkwormen	~
bloedbruiloft	~
bloeddiarrhee	bloeddiarree
bloeddorstigen	bloeddorstige*
bloeddorstigst	~
bloeddorstigsten	bloeddorstigste*
bloedelooze	~
bloederigen	bloederige*
bloederiger	~
bloederigere	~
bloederigeren	bloederigere*
bloederigst	~
bloederigste	~
bloederigsten	bloederigste*
bloedigen	bloedige*
bloedigere	~
bloedigeren	bloedigere*
bloedigst	~
bloedigsten	bloedigste*
bloedkleurigen	bloedkleurige*
bloedloogzout	~
bloedrijken	bloedrijke*
bloedrijker	~
bloedrijkst	~
bloedstelpenden	bloedstelpende*
bloedvlekje	~
bloedvlekjes	~
bloedwarmen	bloedwarme*
bloedworsten	~
bloeisel	~
bloembodems	~
bloemencorso's	~
bloemenmaaksters	~
bloemenmandje	~
bloemenmandjes	~
bloemhoven	~
bloemigen	bloemige*
bloemigst	~
bloemisterijen	~
bloemkoolen	bloemkolen
bloemkronen	~
bloemmarkten	~
bloemzaden	~
bloemzoeten	bloemzoete*
bloesempje	~
blokhuisje	~
blokhuisjes	~
blokkeeren	blokkeren
blokkeering	blokkering
blokkeeringen	blokkeringen
blokkendoozen	blokkendozen
blokkenmaker	~
blokkenmakers	~
blokland	~
bloklanden	~
bloks	~
blokstelsel	~
blondere	~
blonderen	blondere*
blondsten	blondste*
blooder	bloder
bloodst	~
